12630;AGEN D AVEYRON
12520;AGUESSAC
12220;LES ALBRES
12300;ALMONT LES JUNIES
12210;ALPUECH
12430;ALRANCE
12260;AMBEYRAC
12390;ANGLARS ST FELIX
12360;ARNAC SUR DOURDOU
12290;ARQUES
12120;ARVIEU
12700;ASPRIERES
12110;AUBIN
12130;AURELLE VERLAC
12120;AURIAC LAGAST
12390;AUZITS
12430;AYSSENES
12260;BALAGUIER D OLT
12380;BALAGUIER SUR RANCE
12510;BALSAC
12200;LA BASTIDE L EVEQUE
12490;LA BASTIDE PRADINES
12550;LA BASTIDE SOLAGES
12390;BELCASTEL
12370;BELMONT SUR RANCE
12310;BERTHOLENE
12500;BESSUEJOULS
12300;BOISSE PENCHOT
12270;BOR ET BAR
12300;BOUILLAC
12390;BOURNAZEL
12160;BOUSSAC
12340;BOZOULS
12350;BRANDONNET
12550;BRASC
12600;BROMMAT
12480;BROQUIES
12480;BROUSSE LE CHATEAU
12360;BRUSQUE
12150;BUZEINS
12800;CABANES
12400;CALMELS ET LE VIALA
12450;CALMONT
12360;CAMARES
12160;CAMBOULAZET
12800;CAMJAC
12560;CAMPAGNAC
12140;CAMPOURIEZ
12460;CAMPOURIEZ
12580;CAMPUAC
12290;CANET DE SALARS
12420;CANTOIN
12700;CAPDENAC GARE
12260;LA CAPELLE BALAGUIER
12240;LA CAPELLE BLEYS
12130;LA CAPELLE BONANCE
12160;BARAQUEVILLE
12120;CASSAGNES BEGONHES
12210;CASSUEJOULS
12240;CASTANET
12800;CASTELMARY
12500;CASTELNAU DE MANDAILLES
12620;CASTELNAU PEGAYROLS
12230;LA CAVALERIE
12500;LE CAYROL
12120;CENTRES
12330;CLAIRVAUX D AVEYRON
12540;LE CLAPIER
12240;COLOMBIES
12370;COMBRET
12520;COMPEYRE
12350;COMPOLIBAT
12100;COMPREGNAC
12120;COMPS LA GRAND VILLE
12470;CONDOM D AUBRAC
12170;CONNAC
12320;CONQUES
12540;CORNUS
12400;LES COSTES GOZON
12190;COUBISOU
12550;COUPIAC
12310;COUSSERGUES
12230;LA COUVERTOIRADE
12110;CRANSAC
12100;CREISSELS
12800;CRESPIN
12640;LA CRESSE
12340;CRUEJOULS
12210;CURIERES
12300;DECAZEVILLE
12000;DRUELLE
12510;DRUELLE
12350;DRULHE
12170;DURENQUE
12140;LE FEL
12140;ENTRAYGUES SUR TRUYERE
12390;ESCANDOLIERES
12500;ESPALION
12140;ESPEYRAC
12190;ESTAING
12360;FAYET
12300;FIRMI
12300;FLAGNAC
12450;FLAVIN
12140;FLORENTIN LA CAPELLE
12260;FOISSAC
12270;LA FOUILLADE
12340;GABRIAC
12310;GAILLAC D AVEYRON
12220;GALGAN
12360;GISSAC
12140;GOLINHAC
12390;GOUTRENS
12420;GRAISSAC
12160;GRAMOND
12320;GRAND VABRE
12230;L HOSPITALET DU LARZAC
12460;HUPARLAC
12210;LACALM
12600;LACROIX BARREZ
12210;LAGUIOLE
12310;LAISSAC
12350;LANUEJOULS
12230;LAPANOUSE DE CERNON
12150;LAPANOUSE
12500;LASSOUTS
12380;LAVAL ROQUECEZIERE
12150;LAVERNHE
12170;LEDERGUES
12440;LESCURE JAOUL
12430;LESTRADE ET THOUELS
12300;LIVINHAC LE HAUT
12740;LA LOUBIERE
12450;LUC LA PRIMAUBE
12220;LUGAN
12270;LUNAC
12350;MALEVILLE
12160;MANHAC
12330;MARCILLAC VALLON
12540;MARNHAGUES ET LATOUR
12200;MARTIEL
12550;MARTRIN
12390;MAYRAN
12360;MELAGUES
12120;MELJAC
12100;MILLAU
12000;LE MONASTERE
12360;MONTAGNOL
12220;MONTBAZENS
12550;MONTCLAR
12200;MONTEILS
12460;MONTEZIC
12380;MONTFRANC
12490;MONTJAUX
12400;MONTLAUR
12540;FONDAMENTE
12210;MONTPEYROUX
12630;MONTROZIER
12260;MONTSALES
12200;MORLHON LE HAUT
12720;MOSTUEJOULS
12330;MOURET
12160;MOYRAZES
12370;MURASSON
12600;MUR DE BARREZ
12330;MURET LE CHATEAU
12600;MUROLS
12270;NAJAC
12230;NANT
12800;NAUCELLE
12700;NAUSSAC
12330;NAUVIALE
12190;LE NAYRAC
12320;NOAILHAC
12510;OLEMPS
12260;OLS ET RINHODES
12000;ONET LE CHATEAU
12850;ONET LE CHATEAU
12310;PALMAS
12520;PAULHE
12360;PEUX ET COUFFOULEUX
12720;PEYRELEAU
12220;PEYRUSSE LE ROC
12130;PIERREFICHE
12550;PLAISANCE
12130;POMAYROLS
12290;PONT DE SALARS
12380;POUSTHOMY
12470;PRADES D AUBRAC
12290;PRADES SALARS
12240;PRADINAS
12350;PREVINQUIERES
12350;PRIVEZAC
12370;MOUNES PROHENCOUX
12320;PRUINES
12800;QUINS
12400;REBOURGUIL
12150;RECOULES PREVINQUIERES
12170;REQUISTA
12240;RIEUPEYROUX
12390;RIGNAC
12640;RIVIERE SUR TARN
12340;RODELLE
12000;RODEZ
12250;ROQUEFORT SUR SOULZON
12100;LA ROQUE STE MARGUERITE
12200;LA ROUQUETTE
12220;ROUSSENNAC
12120;RULLAC ST CIRQ
12400;ST AFFRIQUE
12460;ST AMANS DES COTS
12270;ST ANDRE DE NAJAC
12720;ST ANDRE DE VEZINES
12540;ST BEAULIZE
12620;ST BEAUZELY
12470;ST CHELY D AUBRAC
12330;ST CHRISTOPHE VALLON
12500;ST COME D OLT
12260;STE CROIX
12320;ST CYPRIEN SUR DOURDOU
12130;STE EULALIE D OLT
12230;STE EULALIE DE CERNON
12320;ST FELIX DE LUNEL
12400;ST FELIX DE SORGUES
12420;STE GENEVIEVE SUR ARGENCE
12130;ST GENIEZ D OLT
12100;ST GEORGES DE LUZENCON
12140;ST HIPPOLYTE
12260;ST IGEST
12480;ST IZAIRE
12250;ST JEAN D ALCAPIES
12170;ST JEAN DELNOUS
12230;ST JEAN DU BRUEL
12250;ST JEAN ET ST PAUL
12550;ST JUERY
12120;STE JULIETTE SUR VIAUR
12170;ST JUST SUR VIAUR
12800;ST JUST SUR VIAUR
12620;ST LAURENT DE LEVEZOU
12560;ST LAURENT D OLT
12780;ST LEONS
