73670;ST PIERRE D ENTREMONT
73610;AIGUEBELETTE LE LAC
73220;AIGUEBELLE
73260;AIGUEBLANCHE
73340;AILLON LE JEUNE
73340;AILLON LE VIEUX
73210;AIME
73220;AITON
73100;AIX LES BAINS
73410;ALBENS
73200;ALBERTVILLE
73300;ALBIEZ LE JEUNE
73300;ALBIEZ MONTROND
73200;ALLONDAZ
73550;LES ALLUES
73190;APREMONT
73800;ARBIN
73220;ARGENTINE
73340;ARITH
73110;ARVILLARD
73610;ATTIGNAT ONCIN
73500;AUSSOIS
73260;LES AVANCHERS VALMOREL
73240;AVRESSIEUX
73500;AVRIEUX
73470;AYN
73170;LA BALME
73000;BARBERAZ
73230;BARBY
73000;BASSENS
73540;LA BATHIE
73360;LA BAUCHE
73270;BEAUFORT
73340;BELLECOMBE EN BAUGES
73210;BELLENTRE
73330;BELMONT TRAMONET
73480;BESSANS
73390;BETTON BETTONET
73170;BILLIEME
73410;LA BIOLLE
73260;LE BOIS
73260;BONNEVAL
73480;BONNEVAL SUR ARC
73460;BONVILLARD
73220;BONVILLARET
73370;BOURDEAU
73370;LE BOURGET DU LAC
73110;BOURGET EN HUILE
73390;BOURGNEUF
73700;BOURG ST MAURICE
73350;BOZEL
73500;BRAMANS
73570;BRIDES LES BAINS
73520;LA BRIDOIRE
73100;BRISON ST INNOCENT
73200;CESARCHES
73410;CESSENS
73730;CEVINS
73190;CHALLES LES EAUX
73000;CHAMBERY
73130;LA CHAMBRE
73390;CHAMOUSSET
73390;CHAMOUX SUR GELON
73240;CHAMPAGNEUX
73350;CHAMPAGNY EN VANOISE
73390;CHAMP LAURENT
73310;CHANAZ
73660;LA CHAPELLE
73110;LA CHAPELLE BLANCHE
73370;LA CHAPELLE DU MONT DU CHAT
73700;LES CHAPELLES
73170;LA CHAPELLE ST MARTIN
73390;CHATEAUNEUF
73300;LE CHATEL
73630;LE CHATELARD
73800;LA CHAVANNE
73660;LES CHAVANNES EN MAURIENNE
73800;CHIGNIN
73310;CHINDRIEUX
73460;CLERY
73160;COGNIN
73400;COHENNOZ
73590;COHENNOZ
73800;COISE ST JEAN PIED GAUTHIER
73630;LA COMPOTE
73310;CONJUX
73160;CORBEL
73210;LA COTE D AIME
73590;CREST VOLAND
73110;LA CROIX DE LA ROCHETTE
73800;CRUET
73190;CURIENNE
73230;LES DESERTS
73110;DETRIER
73330;DOMESSIN
73630;DOUCY EN BAUGES
73420;DRUMETTAZ CLARAFOND
73610;DULLIN
73360;LES ECHELLES
73630;ECOLE
73670;ENTREMONT LE VIEUX
73410;EPERSY
73220;EPIERRE
73540;ESSERTS BLAY
73110;ETABLE
73260;FEISSONS SUR ISERE
73350;FEISSONS SUR SALINS
73590;FLUMET
73600;FONTAINE LE PUITS
73300;FONTCOUVERTE LA TOUSSUIRE
73500;FOURNEAUX
73800;FRANCIN
73500;FRENEY
73250;FRETERIVE
73460;FRONTENEX
73470;GERBAIX
73590;LA GIETTAZ
73200;GILLY SUR ISERE
73210;GRANIER
73240;GRESIN
73100;GRESY SUR AIX
73460;GRESY SUR ISERE
73200;GRIGNON
73600;HAUTECOUR
73620;HAUTELUCE
73390;HAUTEVILLE
73300;HERMILLON
73000;JACOB BELLECOMBETTE
73300;JARRIER
73630;JARSY
73170;JONGIEUX
73800;LAISSAUD
73210;LANDRY
73480;LANSLEBOURG MONT CENIS
73480;LANSLEVILLARD
73610;LEPIN LE LAC
73340;LESCHERAINES
73170;LOISIEUX
73170;LUCEY
73210;MACOT LA PLAGNE
73800;LES MARCHES
73470;MARCIEUX
73400;MARTHOD
73200;MERCURY
73420;MERY
73170;MEYRIEUX TROUET
73500;MODANE
73410;MOGNARD
73800;LES MOLLETTES
73000;MONTAGNOLE
73350;MONTAGNY
73460;MONTAILLEUR
73130;MONTAIMONT
73100;MONTCEL
73390;MONTENDRY
73130;MONTGELLAFREY
73220;MONTGILBERT
73210;MONTGIROD
73200;MONTHION
73800;MONTMELIAN
73870;MONTRICHER ALBANNE
73220;MONTSAPEY
73700;MONTVALEZAN
73300;MONTVERNIER
73340;LA MOTTE EN BAUGES
73290;LA MOTTE SERVOLEX
73310;MOTZ
73600;MOUTIERS
73100;MOUXY
73800;MYANS
73470;NANCES
73590;NOTRE DAME DE BELLECOMBE
73260;LA LECHERE
73460;NOTRE DAME DES MILLIERES
73130;NOTRE DAME DU CRUET
73600;NOTRE DAME DU PRE
73470;NOVALAISE
73340;LE NOYER
73310;ONTEX
73140;ORELLE
73200;PALLUD
73210;PEISEY NANCROIX
73120;LA PERRIERE
73600;LA PERRIERE
73800;PLANAISE
73350;PLANAY
73200;PLANCHERINE
73300;PONTAMAFREY MONTPASCAL
73330;LE PONT DE BEAUVOISIN
73110;LE PONTET
73710;PRALOGNAN LA VANOISE
73110;PRESLE
73100;PUGNY CHATENOD
73190;PUYGROS
73720;QUEIGE
73220;RANDENS
73490;LA RAVOIRE
73240;ROCHEFORT
73110;LA ROCHETTE
73730;ROGNAIX
73110;ROTHERENS
73310;RUFFIEUX
73610;ST ALBAN DE MONTBEL
73220;ST ALBAN D HURTIERES
73130;ST ALBAN DES VILLARDS
73230;ST ALBAN LEYSSE
73500;ST ANDRE
73130;ST AVRE
73190;ST BALDOPH
73520;ST BERON
73120;ST BON TARENTAISE
73160;ST CASSIN
73360;ST CHRISTOPHE
73130;ST COLOMBAN DES VILLARDS
